from,to,intensity.forecast,intensity.actual,intensity.index,datetime
2025-03-02T21:00Z,2025-03-02T21:30Z,155,150,moderate,02/03/2025 21:00
2025-03-02T21:30Z,2025-03-02T22:00Z,148,130,moderate,02/03/2025 21:30
2025-03-02T22:00Z,2025-03-02T22:30Z,137,119,moderate,02/03/2025 22:00
2025-03-02T22:30Z,2025-03-02T23:00Z,123,113,moderate,02/03/2025 22:30
2025-03-02T23:00Z,2025-03-02T23:30Z,117,112,moderate,02/03/2025 23:00
2025-03-02T23:30Z,2025-03-03T00:00Z,111,110,moderate,02/03/2025 23:30
2025-03-03T00:00Z,2025-03-03T00:30Z,110,114,moderate,03/03/2025 00:00
2025-03-03T00:30Z,2025-03-03T01:00Z,111,115,moderate,03/03/2025 00:30
2025-03-03T01:00Z,2025-03-03T01:30Z,116,112,moderate,03/03/2025 01:00
2025-03-03T01:30Z,2025-03-03T02:00Z,114,110,moderate,03/03/2025 01:30
2025-03-03T02:00Z,2025-03-03T02:30Z,111,113,moderate,03/03/2025 02:00
2025-03-03T02:30Z,2025-03-03T03:00Z,109,106,moderate,03/03/2025 02:30
2025-03-03T03:00Z,2025-03-03T03:30Z,118,105,moderate,03/03/2025 03:00
2025-03-03T03:30Z,2025-03-03T04:00Z,112,116,moderate,03/03/2025 03:30
2025-03-03T04:00Z,2025-03-03T04:30Z,108,127,moderate,03/03/2025 04:00
2025-03-03T04:30Z,2025-03-03T05:00Z,108,148,moderate,03/03/2025 04:30
2025-03-03T05:00Z,2025-03-03T05:30Z,126,160,moderate,03/03/2025 05:00
2025-03-03T05:30Z,2025-03-03T06:00Z,162,172,moderate,03/03/2025 05:30
2025-03-03T06:00Z,2025-03-03T06:30Z,172,184,high,03/03/2025 06:00
2025-03-03T06:30Z,2025-03-03T07:00Z,180,179,moderate,03/03/2025 06:30
2025-03-03T07:00Z,2025-03-03T07:30Z,184,181,high,03/03/2025 07:00
2025-03-03T07:30Z,2025-03-03T08:00Z,186,177,moderate,03/03/2025 07:30
2025-03-03T08:00Z,2025-03-03T08:30Z,181,167,moderate,03/03/2025 08:00
2025-03-03T08:30Z,2025-03-03T09:00Z,176,157,moderate,03/03/2025 08:30
2025-03-03T09:00Z,2025-03-03T09:30Z,167,147,moderate,03/03/2025 09:00
2025-03-03T09:30Z,2025-03-03T10:00Z,145,137,moderate,03/03/2025 09:30
2025-03-03T10:00Z,2025-03-03T10:30Z,141,131,moderate,03/03/2025 10:00
2025-03-03T10:30Z,2025-03-03T11:00Z,131,125,moderate,03/03/2025 10:30
2025-03-03T11:00Z,2025-03-03T11:30Z,124,116,moderate,03/03/2025 11:00
2025-03-03T11:30Z,2025-03-03T12:00Z,125,111,moderate,03/03/2025 11:30
2025-03-03T12:00Z,2025-03-03T12:30Z,116,111,moderate,03/03/2025 12:00
2025-03-03T12:30Z,2025-03-03T13:00Z,115,111,moderate,03/03/2025 12:30
2025-03-03T13:00Z,2025-03-03T13:30Z,117,112,moderate,03/03/2025 13:00
2025-03-03T13:30Z,2025-03-03T14:00Z,116,120,moderate,03/03/2025 13:30
2025-03-03T14:00Z,2025-03-03T14:30Z,119,127,moderate,03/03/2025 14:00
2025-03-03T14:30Z,2025-03-03T15:00Z,130,140,moderate,03/03/2025 14:30
2025-03-03T15:00Z,2025-03-03T15:30Z,142,157,moderate,03/03/2025 15:00
2025-03-03T15:30Z,2025-03-03T16:00Z,161,179,moderate,03/03/2025 15:30
2025-03-03T16:00Z,2025-03-03T16:30Z,172,198,high,03/03/2025 16:00
2025-03-03T16:30Z,2025-03-03T17:00Z,197,206,high,03/03/2025 16:30
2025-03-03T17:00Z,2025-03-03T17:30Z,213,215,high,03/03/2025 17:00
2025-03-03T17:30Z,2025-03-03T18:00Z,220,216,high,03/03/2025 17:30
2025-03-03T18:00Z,2025-03-03T18:30Z,224,214,high,03/03/2025 18:00
2025-03-03T18:30Z,2025-03-03T19:00Z,227,218,high,03/03/2025 18:30
2025-03-03T19:00Z,2025-03-03T19:30Z,226,217,high,03/03/2025 19:00
2025-03-03T19:30Z,2025-03-03T20:00Z,228,219,high,03/03/2025 19:30
2025-03-03T20:00Z,2025-03-03T20:30Z,221,214,high,03/03/2025 20:00
2025-03-03T20:30Z,2025-03-03T21:00Z,211,203,high,03/03/2025 20:30
2025-03-03T21:00Z,2025-03-03T21:30Z,209,191,high,03/03/2025 21:00
2025-03-03T21:30Z,2025-03-03T22:00Z,185,179,moderate,03/03/2025 21:30
2025-03-03T22:00Z,2025-03-03T22:30Z,182,162,moderate,03/03/2025 22:00
2025-03-03T22:30Z,2025-03-03T23:00Z,169,153,moderate,03/03/2025 22:30
2025-03-03T23:00Z,2025-03-03T23:30Z,154,149,moderate,03/03/2025 23:00
2025-03-03T23:30Z,2025-03-04T00:00Z,150,146,moderate,03/03/2025 23:30
2025-03-04T00:00Z,2025-03-04T00:30Z,148,146,moderate,04/03/2025 00:00
2025-03-04T00:30Z,2025-03-04T01:00Z,142,147,moderate,04/03/2025 00:30
2025-03-04T01:00Z,2025-03-04T01:30Z,148,142,moderate,04/03/2025 01:00
2025-03-04T01:30Z,2025-03-04T02:00Z,140,149,moderate,04/03/2025 01:30
2025-03-04T02:00Z,2025-03-04T02:30Z,141,150,moderate,04/03/2025 02:00
2025-03-04T02:30Z,2025-03-04T03:00Z,143,151,moderate,04/03/2025 02:30
2025-03-04T03:00Z,2025-03-04T03:30Z,149,155,moderate,04/03/2025 03:00
2025-03-04T03:30Z,2025-03-04T04:00Z,146,159,moderate,04/03/2025 03:30
2025-03-04T04:00Z,2025-03-04T04:30Z,154,166,moderate,04/03/2025 04:00
2025-03-04T04:30Z,2025-03-04T05:00Z,160,173,moderate,04/03/2025 04:30
2025-03-04T05:00Z,2025-03-04T05:30Z,162,182,high,04/03/2025 05:00
2025-03-04T05:30Z,2025-03-04T06:00Z,178,188,high,04/03/2025 05:30
2025-03-04T06:00Z,2025-03-04T06:30Z,189,196,high,04/03/2025 06:00
2025-03-04T06:30Z,2025-03-04T07:00Z,200,189,high,04/03/2025 06:30
2025-03-04T07:00Z,2025-03-04T07:30Z,137,191,high,04/03/2025 07:00
2025-03-04T07:30Z,2025-03-04T08:00Z,195,175,moderate,04/03/2025 07:30
2025-03-04T08:00Z,2025-03-04T08:30Z,182,159,moderate,04/03/2025 08:00
2025-03-04T08:30Z,2025-03-04T09:00Z,167,139,moderate,04/03/2025 08:30
2025-03-04T09:00Z,2025-03-04T09:30Z,144,115,moderate,04/03/2025 09:00
2025-03-04T09:30Z,2025-03-04T10:00Z,128,97,low,04/03/2025 09:30
2025-03-04T10:00Z,2025-03-04T10:30Z,114,83,low,04/03/2025 10:00
2025-03-04T10:30Z,2025-03-04T11:00Z,102,73,low,04/03/2025 10:30
2025-03-04T11:00Z,2025-03-04T11:30Z,76,68,low,04/03/2025 11:00
2025-03-04T11:30Z,2025-03-04T12:00Z,70,66,low,04/03/2025 11:30
2025-03-04T12:00Z,2025-03-04T12:30Z,63,60,low,04/03/2025 12:00
2025-03-04T12:30Z,2025-03-04T13:00Z,66,57,low,04/03/2025 12:30
2025-03-04T13:00Z,2025-03-04T13:30Z,50,54,low,04/03/2025 13:00
2025-03-04T13:30Z,2025-03-04T14:00Z,54,57,low,04/03/2025 13:30
2025-03-04T14:00Z,2025-03-04T14:30Z,49,61,low,04/03/2025 14:00
2025-03-04T14:30Z,2025-03-04T15:00Z,51,70,low,04/03/2025 14:30
2025-03-04T15:00Z,2025-03-04T15:30Z,60,88,low,04/03/2025 15:00
2025-03-04T15:30Z,2025-03-04T16:00Z,70,109,moderate,04/03/2025 15:30
2025-03-04T16:00Z,2025-03-04T16:30Z,92,132,moderate,04/03/2025 16:00
2025-03-04T16:30Z,2025-03-04T17:00Z,114,147,moderate,04/03/2025 16:30
2025-03-04T17:00Z,2025-03-04T17:30Z,147,154,moderate,04/03/2025 17:00
2025-03-04T17:30Z,2025-03-04T18:00Z,154,157,moderate,04/03/2025 17:30
2025-03-04T18:00Z,2025-03-04T18:30Z,156,155,moderate,04/03/2025 18:00
2025-03-04T18:30Z,2025-03-04T19:00Z,152,152,moderate,04/03/2025 18:30
2025-03-04T19:00Z,2025-03-04T19:30Z,145,148,moderate,04/03/2025 19:00
2025-03-04T19:30Z,2025-03-04T20:00Z,127,141,moderate,04/03/2025 19:30
2025-03-04T20:00Z,2025-03-04T20:30Z,112,136,moderate,04/03/2025 20:00
2025-03-04T20:30Z,2025-03-04T21:00Z,107,133,moderate,04/03/2025 20:30
2025-03-04T21:00Z,2025-03-04T21:30Z,100,122,moderate,04/03/2025 21:00
2025-03-04T21:30Z,2025-03-04T22:00Z,94,104,moderate,04/03/2025 21:30
2025-03-04T22:00Z,2025-03-04T22:30Z,118,93,low,04/03/2025 22:00
2025-03-04T22:30Z,2025-03-04T23:00Z,97,86,low,04/03/2025 22:30
2025-03-04T23:00Z,2025-03-04T23:30Z,93,83,low,04/03/2025 23:00
2025-03-04T23:30Z,2025-03-05T00:00Z,83,84,low,04/03/2025 23:30
2025-03-05T00:00Z,2025-03-05T00:30Z,79,88,low,05/03/2025 00:00
2025-03-05T00:30Z,2025-03-05T01:00Z,81,87,low,05/03/2025 00:30
2025-03-05T01:00Z,2025-03-05T01:30Z,86,83,low,05/03/2025 01:00
2025-03-05T01:30Z,2025-03-05T02:00Z,82,89,low,05/03/2025 01:30
2025-03-05T02:00Z,2025-03-05T02:30Z,83,89,low,05/03/2025 02:00
2025-03-05T02:30Z,2025-03-05T03:00Z,88,86,low,05/03/2025 02:30
2025-03-05T03:00Z,2025-03-05T03:30Z,96,90,low,05/03/2025 03:00
2025-03-05T03:30Z,2025-03-05T04:00Z,87,100,moderate,05/03/2025 03:30
2025-03-05T04:00Z,2025-03-05T04:30Z,92,103,moderate,05/03/2025 04:00
2025-03-05T04:30Z,2025-03-05T05:00Z,99,108,moderate,05/03/2025 04:30
2025-03-05T05:00Z,2025-03-05T05:30Z,100,114,moderate,05/03/2025 05:00
2025-03-05T05:30Z,2025-03-05T06:00Z,102,115,moderate,05/03/2025 05:30
2025-03-05T06:00Z,2025-03-05T06:30Z,107,123,moderate,05/03/2025 06:00
2025-03-05T06:30Z,2025-03-05T07:00Z,123,126,moderate,05/03/2025 06:30
2025-03-05T07:00Z,2025-03-05T07:30Z,91,125,moderate,05/03/2025 07:00
2025-03-05T07:30Z,2025-03-05T08:00Z,123,115,moderate,05/03/2025 07:30
2025-03-05T08:00Z,2025-03-05T08:30Z,117,101,moderate,05/03/2025 08:00
2025-03-05T08:30Z,2025-03-05T09:00Z,111,89,low,05/03/2025 08:30
2025-03-05T09:00Z,2025-03-05T09:30Z,98,79,low,05/03/2025 09:00
2025-03-05T09:30Z,2025-03-05T10:00Z,87,69,low,05/03/2025 09:30
2025-03-05T10:00Z,2025-03-05T10:30Z,79,66,low,05/03/2025 10:00
2025-03-05T10:30Z,2025-03-05T11:00Z,68,64,low,05/03/2025 10:30
2025-03-05T11:00Z,2025-03-05T11:30Z,62,58,low,05/03/2025 11:00
2025-03-05T11:30Z,2025-03-05T12:00Z,63,51,low,05/03/2025 11:30
2025-03-05T12:00Z,2025-03-05T12:30Z,57,51,low,05/03/2025 12:00
2025-03-05T12:30Z,2025-03-05T13:00Z,49,43,low,05/03/2025 12:30
2025-03-05T13:00Z,2025-03-05T13:30Z,50,43,low,05/03/2025 13:00
2025-03-05T13:30Z,2025-03-05T14:00Z,44,53,low,05/03/2025 13:30
2025-03-05T14:00Z,2025-03-05T14:30Z,37,52,low,05/03/2025 14:00
2025-03-05T14:30Z,2025-03-05T15:00Z,40,66,low,05/03/2025 14:30
2025-03-05T15:00Z,2025-03-05T15:30Z,44,85,low,05/03/2025 15:00
2025-03-05T15:30Z,2025-03-05T16:00Z,47,107,moderate,05/03/2025 15:30
2025-03-05T16:00Z,2025-03-05T16:30Z,85,125,moderate,05/03/2025 16:00
2025-03-05T16:30Z,2025-03-05T17:00Z,108,141,moderate,05/03/2025 16:30
2025-03-05T17:00Z,2025-03-05T17:30Z,133,152,moderate,05/03/2025 17:00
2025-03-05T17:30Z,2025-03-05T18:00Z,139,158,moderate,05/03/2025 17:30
2025-03-05T18:00Z,2025-03-05T18:30Z,174,154,moderate,05/03/2025 18:00
2025-03-05T18:30Z,2025-03-05T19:00Z,156,149,moderate,05/03/2025 18:30
2025-03-05T19:00Z,2025-03-05T19:30Z,147,146,moderate,05/03/2025 19:00
2025-03-05T19:30Z,2025-03-05T20:00Z,129,137,moderate,05/03/2025 19:30
2025-03-05T20:00Z,2025-03-05T20:30Z,125,134,moderate,05/03/2025 20:00
2025-03-05T20:30Z,2025-03-05T21:00Z,124,131,moderate,05/03/2025 20:30
2025-03-05T21:00Z,2025-03-05T21:30Z,128,116,moderate,05/03/2025 21:00
2025-03-05T21:30Z,2025-03-05T22:00Z,126,94,low,05/03/2025 21:30
2025-03-05T22:00Z,2025-03-05T22:30Z,118,83,low,05/03/2025 22:00
2025-03-05T22:30Z,2025-03-05T23:00Z,91,77,low,05/03/2025 22:30
2025-03-05T23:00Z,2025-03-05T23:30Z,89,81,low,05/03/2025 23:00
2025-03-05T23:30Z,2025-03-06T00:00Z,90,82,low,05/03/2025 23:30
2025-03-06T00:00Z,2025-03-06T00:30Z,80,90,low,06/03/2025 00:00
2025-03-06T00:30Z,2025-03-06T01:00Z,83,88,low,06/03/2025 00:30
2025-03-06T01:00Z,2025-03-06T01:30Z,92,95,low,06/03/2025 01:00
2025-03-06T01:30Z,2025-03-06T02:00Z,88,85,low,06/03/2025 01:30
2025-03-06T02:00Z,2025-03-06T02:30Z,97,97,low,06/03/2025 02:00
2025-03-06T02:30Z,2025-03-06T03:00Z,92,93,low,06/03/2025 02:30
2025-03-06T03:00Z,2025-03-06T03:30Z,97,96,low,06/03/2025 03:00
2025-03-06T03:30Z,2025-03-06T04:00Z,90,88,low,06/03/2025 03:30
2025-03-06T04:00Z,2025-03-06T04:30Z,97,87,low,06/03/2025 04:00
2025-03-06T04:30Z,2025-03-06T05:00Z,94,106,moderate,06/03/2025 04:30
2025-03-06T05:00Z,2025-03-06T05:30Z,90,114,moderate,06/03/2025 05:00
2025-03-06T05:30Z,2025-03-06T06:00Z,108,127,moderate,06/03/2025 05:30
2025-03-06T06:00Z,2025-03-06T06:30Z,125,129,moderate,06/03/2025 06:00
2025-03-06T06:30Z,2025-03-06T07:00Z,127,138,moderate,06/03/2025 06:30
2025-03-06T07:00Z,2025-03-06T07:30Z,128,132,moderate,06/03/2025 07:00
2025-03-06T07:30Z,2025-03-06T08:00Z,135,124,moderate,06/03/2025 07:30
2025-03-06T08:00Z,2025-03-06T08:30Z,141,108,moderate,06/03/2025 08:00
2025-03-06T08:30Z,2025-03-06T09:00Z,119,98,low,06/03/2025 08:30
2025-03-06T09:00Z,2025-03-06T09:30Z,105,86,low,06/03/2025 09:00
2025-03-06T09:30Z,2025-03-06T10:00Z,93,78,low,06/03/2025 09:30
2025-03-06T10:00Z,2025-03-06T10:30Z,75,70,low,06/03/2025 10:00
2025-03-06T10:30Z,2025-03-06T11:00Z,70,66,low,06/03/2025 10:30
2025-03-06T11:00Z,2025-03-06T11:30Z,66,59,low,06/03/2025 11:00
2025-03-06T11:30Z,2025-03-06T12:00Z,66,58,low,06/03/2025 11:30
2025-03-06T12:00Z,2025-03-06T12:30Z,61,58,low,06/03/2025 12:00
2025-03-06T12:30Z,2025-03-06T13:00Z,56,61,low,06/03/2025 12:30
2025-03-06T13:00Z,2025-03-06T13:30Z,54,62,low,06/03/2025 13:00
2025-03-06T13:30Z,2025-03-06T14:00Z,51,62,low,06/03/2025 13:30
2025-03-06T14:00Z,2025-03-06T14:30Z,49,71,low,06/03/2025 14:00
2025-03-06T14:30Z,2025-03-06T15:00Z,48,80,low,06/03/2025 14:30
2025-03-06T15:00Z,2025-03-06T15:30Z,52,95,low,06/03/2025 15:00
2025-03-06T15:30Z,2025-03-06T16:00Z,58,113,moderate,06/03/2025 15:30
2025-03-06T16:00Z,2025-03-06T16:30Z,64,121,moderate,06/03/2025 16:00
2025-03-06T16:30Z,2025-03-06T17:00Z,68,123,moderate,06/03/2025 16:30
2025-03-06T17:00Z,2025-03-06T17:30Z,73,131,moderate,06/03/2025 17:00
2025-03-06T17:30Z,2025-03-06T18:00Z,75,134,moderate,06/03/2025 17:30
2025-03-06T18:00Z,2025-03-06T18:30Z,131,133,moderate,06/03/2025 18:00
2025-03-06T18:30Z,2025-03-06T19:00Z,128,131,moderate,06/03/2025 18:30
2025-03-06T19:00Z,2025-03-06T19:30Z,130,131,moderate,06/03/2025 19:00
2025-03-06T19:30Z,2025-03-06T20:00Z,128,118,moderate,06/03/2025 19:30
2025-03-06T20:00Z,2025-03-06T20:30Z,122,109,moderate,06/03/2025 20:00
2025-03-06T20:30Z,2025-03-06T21:00Z,109,98,low,06/03/2025 20:30
2025-03-06T21:00Z,2025-03-06T21:30Z,112,82,low,06/03/2025 21:00
2025-03-06T21:30Z,2025-03-06T22:00Z,101,70,low,06/03/2025 21:30
2025-03-06T22:00Z,2025-03-06T22:30Z,80,57,low,06/03/2025 22:00
2025-03-06T22:30Z,2025-03-06T23:00Z,70,56,low,06/03/2025 22:30
2025-03-06T23:00Z,2025-03-06T23:30Z,60,52,low,06/03/2025 23:00
2025-03-06T23:30Z,2025-03-07T00:00Z,57,53,low,06/03/2025 23:30
2025-03-07T00:00Z,2025-03-07T00:30Z,52,57,low,07/03/2025 00:00
2025-03-07T00:30Z,2025-03-07T01:00Z,55,56,low,07/03/2025 00:30
2025-03-07T01:00Z,2025-03-07T01:30Z,55,54,low,07/03/2025 01:00
2025-03-07T01:30Z,2025-03-07T02:00Z,55,55,low,07/03/2025 01:30
2025-03-07T02:00Z,2025-03-07T02:30Z,50,58,low,07/03/2025 02:00
2025-03-07T02:30Z,2025-03-07T03:00Z,56,61,low,07/03/2025 02:30
2025-03-07T03:00Z,2025-03-07T03:30Z,60,63,low,07/03/2025 03:00
2025-03-07T03:30Z,2025-03-07T04:00Z,65,68,low,07/03/2025 03:30
2025-03-07T04:00Z,2025-03-07T04:30Z,62,81,low,07/03/2025 04:00
2025-03-07T04:30Z,2025-03-07T05:00Z,67,100,moderate,07/03/2025 04:30
2025-03-07T05:00Z,2025-03-07T05:30Z,79,120,moderate,07/03/2025 05:00
2025-03-07T05:30Z,2025-03-07T06:00Z,103,148,moderate,07/03/2025 05:30
2025-03-07T06:00Z,2025-03-07T06:30Z,142,166,moderate,07/03/2025 06:00
2025-03-07T06:30Z,2025-03-07T07:00Z,180,174,moderate,07/03/2025 06:30
2025-03-07T07:00Z,2025-03-07T07:30Z,212,181,high,07/03/2025 07:00
2025-03-07T07:30Z,2025-03-07T08:00Z,193,186,high,07/03/2025 07:30
2025-03-07T08:00Z,2025-03-07T08:30Z,193,186,high,07/03/2025 08:00
2025-03-07T08:30Z,2025-03-07T09:00Z,197,186,high,07/03/2025 08:30
2025-03-07T09:00Z,2025-03-07T09:30Z,198,183,high,07/03/2025 09:00
2025-03-07T09:30Z,2025-03-07T10:00Z,193,184,high,07/03/2025 09:30
2025-03-07T10:00Z,2025-03-07T10:30Z,196,185,high,07/03/2025 10:00
2025-03-07T10:30Z,2025-03-07T11:00Z,193,181,high,07/03/2025 10:30
2025-03-07T11:00Z,2025-03-07T11:30Z,184,180,high,07/03/2025 11:00
2025-03-07T11:30Z,2025-03-07T12:00Z,194,183,high,07/03/2025 11:30
2025-03-07T12:00Z,2025-03-07T12:30Z,187,189,high,07/03/2025 12:00
2025-03-07T12:30Z,2025-03-07T13:00Z,191,193,high,07/03/2025 12:30
2025-03-07T13:00Z,2025-03-07T13:30Z,199,195,high,07/03/2025 13:00
2025-03-07T13:30Z,2025-03-07T14:00Z,203,198,high,07/03/2025 13:30
2025-03-07T14:00Z,2025-03-07T14:30Z,207,195,high,07/03/2025 14:00
2025-03-07T14:30Z,2025-03-07T15:00Z,200,194,high,07/03/2025 14:30
2025-03-07T15:00Z,2025-03-07T15:30Z,198,196,high,07/03/2025 15:00
2025-03-07T15:30Z,2025-03-07T16:00Z,203,200,high,07/03/2025 15:30
2025-03-07T16:00Z,2025-03-07T16:30Z,208,203,high,07/03/2025 16:00
2025-03-07T16:30Z,2025-03-07T17:00Z,218,202,high,07/03/2025 16:30
2025-03-07T17:00Z,2025-03-07T17:30Z,217,200,high,07/03/2025 17:00
2025-03-07T17:30Z,2025-03-07T18:00Z,214,198,high,07/03/2025 17:30
2025-03-07T18:00Z,2025-03-07T18:30Z,214,193,high,07/03/2025 18:00
2025-03-07T18:30Z,2025-03-07T19:00Z,206,192,high,07/03/2025 18:30
2025-03-07T19:00Z,2025-03-07T19:30Z,196,190,high,07/03/2025 19:00
2025-03-07T19:30Z,2025-03-07T20:00Z,188,180,high,07/03/2025 19:30
2025-03-07T20:00Z,2025-03-07T20:30Z,180,170,moderate,07/03/2025 20:00
2025-03-07T20:30Z,2025-03-07T21:00Z,170,148,moderate,07/03/2025 20:30
2025-03-07T21:00Z,2025-03-07T21:30Z,150,141,moderate,07/03/2025 21:00
2025-03-07T21:30Z,2025-03-07T22:00Z,151,143,moderate,07/03/2025 21:30
2025-03-07T22:00Z,2025-03-07T22:30Z,140,133,moderate,07/03/2025 22:00
2025-03-07T22:30Z,2025-03-07T23:00Z,141,120,moderate,07/03/2025 22:30
2025-03-07T23:00Z,2025-03-07T23:30Z,136,115,moderate,07/03/2025 23:00
2025-03-07T23:30Z,2025-03-08T00:00Z,119,111,moderate,07/03/2025 23:30
2025-03-08T00:00Z,2025-03-08T00:30Z,116,119,moderate,08/03/2025 00:00
2025-03-08T00:30Z,2025-03-08T01:00Z,116,113,moderate,08/03/2025 00:30
2025-03-08T01:00Z,2025-03-08T01:30Z,129,111,moderate,08/03/2025 01:00
2025-03-08T01:30Z,2025-03-08T02:00Z,113,108,moderate,08/03/2025 01:30
2025-03-08T02:00Z,2025-03-08T02:30Z,114,105,moderate,08/03/2025 02:00
2025-03-08T02:30Z,2025-03-08T03:00Z,111,100,moderate,08/03/2025 02:30
2025-03-08T03:00Z,2025-03-08T03:30Z,103,106,moderate,08/03/2025 03:00
2025-03-08T03:30Z,2025-03-08T04:00Z,106,109,moderate,08/03/2025 03:30
2025-03-08T04:00Z,2025-03-08T04:30Z,113,107,moderate,08/03/2025 04:00
2025-03-08T04:30Z,2025-03-08T05:00Z,114,109,moderate,08/03/2025 04:30
2025-03-08T05:00Z,2025-03-08T05:30Z,119,107,moderate,08/03/2025 05:00
2025-03-08T05:30Z,2025-03-08T06:00Z,112,104,moderate,08/03/2025 05:30
2025-03-08T06:00Z,2025-03-08T06:30Z,110,106,moderate,08/03/2025 06:00
2025-03-08T06:30Z,2025-03-08T07:00Z,102,116,moderate,08/03/2025 06:30
2025-03-08T07:00Z,2025-03-08T07:30Z,106,113,moderate,08/03/2025 07:00
2025-03-08T07:30Z,2025-03-08T08:00Z,114,107,moderate,08/03/2025 07:30
2025-03-08T08:00Z,2025-03-08T08:30Z,113,99,low,08/03/2025 08:00
2025-03-08T08:30Z,2025-03-08T09:00Z,103,96,low,08/03/2025 08:30
2025-03-08T09:00Z,2025-03-08T09:30Z,97,87,low,08/03/2025 09:00
2025-03-08T09:30Z,2025-03-08T10:00Z,94,82,low,08/03/2025 09:30
2025-03-08T10:00Z,2025-03-08T10:30Z,105,76,low,08/03/2025 10:00
2025-03-08T10:30Z,2025-03-08T11:00Z,78,69,low,08/03/2025 10:30
2025-03-08T11:00Z,2025-03-08T11:30Z,78,64,low,08/03/2025 11:00
2025-03-08T11:30Z,2025-03-08T12:00Z,72,63,low,08/03/2025 11:30
2025-03-08T12:00Z,2025-03-08T12:30Z,66,63,low,08/03/2025 12:00
2025-03-08T12:30Z,2025-03-08T13:00Z,66,65,low,08/03/2025 12:30
2025-03-08T13:00Z,2025-03-08T13:30Z,67,67,low,08/03/2025 13:00
2025-03-08T13:30Z,2025-03-08T14:00Z,71,70,low,08/03/2025 13:30
2025-03-08T14:00Z,2025-03-08T14:30Z,69,78,low,08/03/2025 14:00
2025-03-08T14:30Z,2025-03-08T15:00Z,72,95,low,08/03/2025 14:30
2025-03-08T15:00Z,2025-03-08T15:30Z,83,109,moderate,08/03/2025 15:00
2025-03-08T15:30Z,2025-03-08T16:00Z,95,129,moderate,08/03/2025 15:30
2025-03-08T16:00Z,2025-03-08T16:30Z,125,148,moderate,08/03/2025 16:00
2025-03-08T16:30Z,2025-03-08T17:00Z,150,154,moderate,08/03/2025 16:30
2025-03-08T17:00Z,2025-03-08T17:30Z,173,157,moderate,08/03/2025 17:00
2025-03-08T17:30Z,2025-03-08T18:00Z,169,161,moderate,08/03/2025 17:30
2025-03-08T18:00Z,2025-03-08T18:30Z,164,162,moderate,08/03/2025 18:00
2025-03-08T18:30Z,2025-03-08T19:00Z,165,160,moderate,08/03/2025 18:30
2025-03-08T19:00Z,2025-03-08T19:30Z,168,157,moderate,08/03/2025 19:00
2025-03-08T19:30Z,2025-03-08T20:00Z,161,155,moderate,08/03/2025 19:30
2025-03-08T20:00Z,2025-03-08T20:30Z,164,148,moderate,08/03/2025 20:00
2025-03-08T20:30Z,2025-03-08T21:00Z,159,128,moderate,08/03/2025 20:30
2025-03-08T21:00Z,2025-03-08T21:30Z,152,116,moderate,08/03/2025 21:00
2025-03-08T21:30Z,2025-03-08T22:00Z,141,112,moderate,08/03/2025 21:30
2025-03-08T22:00Z,2025-03-08T22:30Z,118,104,moderate,08/03/2025 22:00
2025-03-08T22:30Z,2025-03-08T23:00Z,111,106,moderate,08/03/2025 22:30
2025-03-08T23:00Z,2025-03-08T23:30Z,110,109,moderate,08/03/2025 23:00
2025-03-08T23:30Z,2025-03-09T00:00Z,112,114,moderate,08/03/2025 23:30
2025-03-09T00:00Z,2025-03-09T00:30Z,115,124,moderate,09/03/2025 00:00
2025-03-09T00:30Z,2025-03-09T01:00Z,119,129,moderate,09/03/2025 00:30
2025-03-09T01:00Z,2025-03-09T01:30Z,128,131,moderate,09/03/2025 01:00
2025-03-09T01:30Z,2025-03-09T02:00Z,131,134,moderate,09/03/2025 01:30
2025-03-09T02:00Z,2025-03-09T02:30Z,134,137,moderate,09/03/2025 02:00
2025-03-09T02:30Z,2025-03-09T03:00Z,134,139,moderate,09/03/2025 02:30
2025-03-09T03:00Z,2025-03-09T03:30Z,147,141,moderate,09/03/2025 03:00
2025-03-09T03:30Z,2025-03-09T04:00Z,149,146,moderate,09/03/2025 03:30
2025-03-09T04:00Z,2025-03-09T04:30Z,152,152,moderate,09/03/2025 04:00
2025-03-09T04:30Z,2025-03-09T05:00Z,156,154,moderate,09/03/2025 04:30
2025-03-09T05:00Z,2025-03-09T05:30Z,165,155,moderate,09/03/2025 05:00
2025-03-09T05:30Z,2025-03-09T06:00Z,162,152,moderate,09/03/2025 05:30
2025-03-09T06:00Z,2025-03-09T06:30Z,166,153,moderate,09/03/2025 06:00
2025-03-09T06:30Z,2025-03-09T07:00Z,165,161,moderate,09/03/2025 06:30
2025-03-09T07:00Z,2025-03-09T07:30Z,169,164,moderate,09/03/2025 07:00
2025-03-09T07:30Z,2025-03-09T08:00Z,166,163,moderate,09/03/2025 07:30
2025-03-09T08:00Z,2025-03-09T08:30Z,172,159,moderate,09/03/2025 08:00
2025-03-09T08:30Z,2025-03-09T09:00Z,172,152,moderate,09/03/2025 08:30
2025-03-09T09:00Z,2025-03-09T09:30Z,169,147,moderate,09/03/2025 09:00
2025-03-09T09:30Z,2025-03-09T10:00Z,163,141,moderate,09/03/2025 09:30
2025-03-09T10:00Z,2025-03-09T10:30Z,154,133,moderate,09/03/2025 10:00
2025-03-09T10:30Z,2025-03-09T11:00Z,152,127,moderate,09/03/2025 10:30
